"","Category","Prop._SNPs","Prop._h2","Prop._h2_std_error","Enrichment","Enrichment_std_error","Enrichment_p","Coefficient","Coefficient_std_error","Coefficient_z-score","Cofficient_P","Cofficient_P_FDR"
"70","Backgrd_Selection_StatL2_0",0.177719811868799,0.212451215689618,0.00430429987590504,1.19542786735819,0.0242195837967838,3.74331297604341e-14,4.01734672449192e-09,3.12810386303662e-09,1.28427536309235,0.199045624011839,0.369958613762311
"71","CpG_Content_50kbL2_0",0.0100518737376366,0.0107332633942498,0.000101704440999834,1.06778732745736,0.0101179584676864,3.861552435154e-10,1.11479531574757e-06,1.32158092954942e-07,8.43531630051322,3.3030826140377e-17,6.40798027123314e-16
"72","MAF_Adj_ASMCL2_0",-2.34852700521171e-14,-0.514316671041032,0.0433083551312511,21899542560068.1,-1844064600285.36,4.48487324163977e-23,-5.23898196193205e-09,9.60471378781964e-10,-5.45459456436479,4.90847084717251e-08,4.32837883796122e-07
"73","GTEx_eQTL_MaxCPPL2_0",0.0103404094611467,0.035903095392919,0.00674528625715039,3.47211544454038,0.652322935807839,0.000191229031337483,6.54550317017767e-08,2.17079121917421e-08,3.01526149192166,0.00256757788249953,0.0113206843001116
"74","BLUEPRINT_H3K27acQTL_MaxCPPL2_0",0.0165455490697363,0.0322307221068317,0.00760496627881623,1.94799954785335,0.45963819313356,0.0406124800885978,1.33825944541228e-08,1.97792414733097e-08,0.676597961159504,0.498661073063629,0.644934987828961
"75","BLUEPRINT_H3K4me1QTL_MaxCPPL2_0",0.0133725355131443,0.031009512535208,0.00658464498188275,2.31889550823983,0.492400635272979,0.00809971629575047,3.28222384722188e-08,2.12750371738595e-08,1.54275821959772,0.122889450145513,0.259136449219887
"76","BLUEPRINT_DNA_methylation_MaxCPPL2_0",0.0317309714813847,0.0439294114733467,0.0094157652761425,1.38443323423357,0.296737377916914,0.197201024860002,-1.01211898475852e-08,1.19553551208393e-08,-0.846582116991491,0.397228085139071,0.550444632264141
"77","synonymousL2_0",0.00312003085306062,0.00925494324886535,0.00756892735865792,2.96629863124162,2.42591426659551,0.418245484860744,-8.62017396030766e-08,5.02425175538585e-08,-1.71571298175237,0.0862145875662172,0.194484069626118
"78","non_synonymousL2_0",0.00271541155000227,0.0107293026767156,0.00509897215123702,3.95126207543257,1.87778981467202,0.116923873564887,-4.31570641205416e-08,4.22590621190399e-08,-1.02124992738769,0.307136043181627,0.472892002993933
"79","Conserved_Vertebrate_phastCons46wayL2_0",0.0294360542974948,0.168186411530243,0.024520499867237,5.71361942162732,0.833009058191736,3.22925400314559e-08,-1.72697566256784e-08,1.7217868057456e-08,-1.00301364652402,0.315854276987803,0.478716638559639
"80","Conserved_Vertebrate_phastCons46way.flanking.500L2_0",0.377534469387581,0.35222244991175,0.0383112266310664,0.932954414687245,0.101477427195491,0.508765815948203,-1.25694615638986e-08,7.14563539342112e-09,-1.75904043123598,0.0785706415089189,0.185363528643232
"81","Conserved_Mammal_phastCons46wayL2_0",0.0214394549784698,0.170807711237529,0.0253891833256157,7.96698010322837,1.18422708744753,1.4104545522861e-08,-2.42651596817511e-10,3.6171325195124e-08,-0.00670839665145088,0.994647514030047,0.994647514030047
"82","Conserved_Mammal_phastCons46way.flanking.500L2_0",0.317780149799729,0.313488957692436,0.0381783617192071,0.986496349410127,0.120140800938221,0.910542887248312,-1.64570764008609e-08,7.99826410176282e-09,-2.05758101901558,0.0396303702533565,0.122635425969024
"83","Conserved_Primate_phastCons46wayL2_0",0.0192690716687812,0.232971680347468,0.025462483794671,12.0904465120091,1.32141725519263,1.30342797911601e-14,1.91502003165423e-07,2.88993599725842e-08,6.62651364414624,3.43707717784613e-11,3.33396486251075e-10
"84","Conserved_Primate_phastCons46way.flanking.500L2_0",0.156550261450835,0.26822339513795,0.036046037551725,1.71333725445221,0.230252170885357,0.00215004476892311,2.08044369438383e-08,6.53154894522078e-09,3.1852225434307,0.00144642729945697,0.00701517240236629
"85","BivFlnkL2_0",0.013549378568832,0.0522877535260546,0.0121643301585797,3.85905178310787,0.89777771702103,0.00170454415484356,2.12764952810371e-08,1.89868982647771e-08,1.12058825956357,0.26246316473552,0.424315449655757
"86","BivFlnk.flanking.500L2_0",0.0176299608851232,0.0111177063802839,0.0133896065707087,0.630614353186993,0.759480219948041,0.626331511655742,-1.62021987168517e-08,1.51741834480934e-08,-1.0677476499658,0.285634358010515,0.446879560113225
"87","Human_Promoter_VillarL2_0",0.0152170072967354,0.0512730633515758,0.00999935777755378,3.36945776207755,0.657117236166338,0.000447195015369634,-2.63904450084177e-08,1.3490451317083e-08,-1.95623144015942,0.0504378964148695,0.139785027206924
"88","Human_Promoter_Villar.flanking.500L2_0",0.00358889940697774,-0.00453780037055293,0.00862896645546018,-1.26439887440988,2.40434893178763,0.348023307515728,-1.01681919814399e-07,4.28400797480361e-08,-2.37352312162912,0.0176192898673888,0.0610382541834542
"89","Human_Enhancer_VillarL2_0",0.033227431108615,0.0282846991646689,0.0083360713947759,0.85124543851166,0.250879201811499,0.553767883469475,-1.98614556268652e-08,8.10144393862571e-09,-2.45159452775703,0.014222482482381,0.0530608000304216
"90","Human_Enhancer_Villar.flanking.500L2_0",0.00979775912704224,0.019787792052435,0.00939143793657477,2.01962426263571,0.95852917129326,0.28834194006153,2.34669264391849e-08,1.85935254577929e-08,1.26210204151196,0.206912070768644,0.369958613762311
"91","Ancient_Sequence_Age_Human_PromoterL2_0",0.00417066546958402,0.0428276418706944,0.0093051646430171,10.2687789713727,2.23109830094937,5.99802275345933e-05,1.57997519388609e-07,4.70574883934316e-08,3.35754254599491,0.000786386400384532,0.00401470951775261
"92","Ancient_Sequence_Age_Human_Promoter.flanking.500L2_0",0.0053204418805135,0.0111366880717046,0.0090576377354404,2.09318855873484,1.702422080507,0.521156154845379,3.65499314957928e-08,3.82518095769206e-08,0.955508560249797,0.339320578485764,0.49869842595635
"93","Ancient_Sequence_Age_Human_EnhancerL2_0",0.00513809478995611,0.0309870714983117,0.0103606521796496,6.03084854699156,2.01643850555315,0.0133740030737755,6.95633947210287e-08,3.94853218508023e-08,1.76175326578008,0.0781109939206742,0.185363528643232
"94","Ancient_Sequence_Age_Human_Enhancer.flanking.500L2_0",0.00902676811673703,0.000145994929773714,0.0111963419151703,0.0161735549075441,1.24034890122086,0.427765374026233,-1.67263485715744e-08,2.62964193613252e-08,-0.636069433702988,0.524731167130326,0.660984136171177
"95","Human_Enhancer_Villar_Species_Enhancer_CountL2_0",0.0662830835413046,0.0871524360433754,0.0230892791126289,1.31485186546981,0.348343466824997,0.366957139275861,7.39026019713928e-10,1.75977968495049e-09,0.419953716953334,0.674519264963757,0.786649785841191
"96","Human_Promoter_Villar_ExACL2_0",0.00249666214237869,0.0170601188192987,0.00590475629688895,6.83317078819673,2.36506021245759,0.0146772248369065,3.61333709301792e-08,4.74726572503362e-08,0.761140686514305,0.446573041042769,0.610106830720403
"97","Human_Promoter_Villar_ExAC.flanking.500L2_0",0.00057706898943645,0.00737890057296843,0.00472368430909371,12.7868603374,8.18564919543975,0.150765557721062,3.07176377388393e-07,1.54167444252456e-07,1.99248537120054,0.0463178286811995,0.132142040649304
